Epoch,Input,Reservoir,Output
228,123,0,0
229,123,0,0
230,123,0,0
231,122,0,0
232,122,0,0
233,122,0,0
234,121,0,0
235,121,0,0
236,121,0,0
237,120,0,0
238,120,0,0
239,120,0,0
240,119,0,0
241,119,0,0
242,119,0,0
243,118,0,0
244,118,0,0
245,118,0,0
246,117,0,0
247,117,0,0
248,117,0,0
249,116,0,0
250,116,0,0
251,116,0,0
252,115,0,0
253,115,0,0
254,115,0,0
255,114,0,0
256,114,0,0
257,114,0,0
258,113,0,0
259,113,0,0
260,113,0,0
261,112,0,0
262,112,0,0
263,112,0,0
264,111,0,0
265,111,0,0
266,111,0,0
267,110,0,0
268,110,0,0
269,110,0,0
270,109,0,0
271,109,0,0
272,109,0,0
273,108,0,0
274,108,0,0
275,108,0,0
276,107,0,0
277,107,0,0
278,107,0,0
279,106,0,0
280,106,0,0
281,106,0,0
282,105,0,0
283,105,0,0
284,105,0,0
285,104,0,0
286,104,0,0
287,104,0,0
288,103,0,0
289,103,0,0
290,103,0,0
291,102,0,0
292,102,0,0
293,102,0,0
294,101,0,0
295,101,0,0
296,101,0,0
297,100,0,0
298,100,0,0
299,100,0,0
300,99,0,0
301,99,0,0
302,99,0,0
303,98,0,0
304,98,0,0
305,98,0,0
306,97,0,0
307,97,0,0
308,97,0,0
309,96,0,0
310,96,0,0
311,96,0,0
312,95,0,0
313,95,0,0
314,95,0,0
315,94,0,0
316,94,0,0
317,94,0,0
318,93,0,0
319,93,0,0
320,93,0,0
321,92,0,0
322,92,0,0
323,92,0,0
324,91,0,0
325,91,0,0
326,91,0,0
327,90,0,0
328,90,0,0
329,90,0,0
330,89,0,0
331,89,0,0
332,89,0,0
333,88,0,0
334,88,0,0
335,88,0,0
336,87,0,0
337,87,0,0
338,87,0,0
339,86,0,0
340,86,0,0
341,86,0,0
342,85,0,0
343,85,0,0
344,85,0,0
345,84,0,0
346,84,0,0
347,84,0,0
348,83,0,0
349,83,0,0
350,83,0,0
351,82,0,0
352,82,0,0
353,82,0,0
354,81,0,0
355,81,0,0
356,81,0,0
357,80,0,0
358,80,0,0
359,80,0,0
360,79,0,0
361,79,0,0
362,79,0,0
363,78,0,0
364,78,0,0
365,78,0,0
366,77,0,0
367,77,0,0
368,77,0,0
369,76,0,0
370,76,0,0
371,76,0,0
372,75,0,0
373,75,0,0
374,75,0,0
375,74,0,0
376,74,0,0
377,74,0,0
378,73,0,0
379,73,0,0
380,73,0,0
381,72,0,0
382,72,0,0
383,72,0,0
384,71,0,0
385,71,0,0
386,71,0,0
387,70,0,0
388,70,0,0
389,70,0,0
390,69,0,0
391,69,0,0
392,69,0,0
393,68,0,0
394,68,0,0
395,68,0,0
396,67,0,0
397,67,0,0
398,67,0,0
399,66,0,0
400,66,0,0
401,66,0,0
402,65,0,0
403,65,0,0
404,65,0,0
405,64,0,0
406,64,0,0
407,64,0,0
408,63,0,0
409,63,0,0
410,63,0,0
411,62,0,0
412,62,0,0
413,62,0,0
414,61,0,0
415,61,0,0
416,61,0,0
417,60,0,0
418,60,0,0
419,60,0,0
420,59,0,0
421,59,0,0
422,59,0,0
423,58,0,0
424,58,0,0
425,58,0,0
426,57,0,0
427,57,0,0
428,57,0,0
429,56,0,0
430,56,0,0
431,56,0,0
432,55,0,0
433,55,0,0
434,55,0,0
435,54,0,0
436,54,0,0
437,54,0,0
438,53,0,0
439,53,0,0
440,53,0,0
441,52,0,0
442,52,0,0
443,52,0,0
444,51,0,0
445,51,0,0
446,51,0,0
447,50,0,0
448,50,0,0
449,50,0,0
450,49,0,0
451,49,0,0
452,49,0,0
453,48,0,0
454,48,0,0
455,48,0,0
456,47,0,0
457,47,0,0
458,47,0,0
459,46,0,0
460,46,0,0
461,46,0,0
462,45,0,0
463,45,0,0
464,45,0,0
465,44,0,0
466,44,0,0
467,44,0,0
468,43,0,0
469,43,0,0
470,43,0,0
471,42,0,0
472,42,0,0
473,42,0,0
474,41,0,0
475,41,0,0
476,41,0,0
477,40,0,0
478,40,0,0
479,40,0,0
480,39,0,0
481,39,0,0
482,39,0,0
483,38,0,0
484,38,0,0
485,38,0,0
486,37,0,0
487,37,0,0
488,37,0,0
489,36,0,0
490,36,0,0
491,36,0,0
492,35,0,0
493,35,0,0
494,35,0,0
495,34,0,0
496,34,0,0
497,34,0,0
498,33,0,0
499,33,0,0
500,33,0,0
501,32,0,0
502,32,0,0
503,32,0,0
504,31,0,0
505,31,0,0
506,31,0,0
507,30,0,0
508,30,0,0
509,30,0,0
510,29,0,0
511,29,0,0
512,29,0,0
513,28,0,0
514,28,0,0
515,28,0,0
516,27,0,0
517,27,0,0
518,27,0,0
519,26,0,0
520,26,0,0
521,26,0,0
522,25,0,0
523,25,0,0
524,25,0,0
525,24,0,0
526,24,0,0
527,24,0,0
528,23,0,0
529,23,0,0
530,23,0,0
531,22,0,0
532,22,0,0
533,22,0,0
534,21,0,0
535,21,0,0
536,21,0,0
537,20,0,0
538,20,0,0
539,20,0,0
540,19,0,0
541,19,0,0
542,19,0,0
543,18,0,0
544,18,0,0
545,18,0,0
546,17,0,0
547,17,0,0
548,17,0,0
549,16,0,0
550,16,0,0
551,16,0,0
552,15,0,0
553,15,0,0
554,15,0,0
555,14,0,0
556,14,0,0
557,14,0,0
558,13,0,0
559,13,0,0
560,13,0,0
561,12,0,0
562,12,0,0
563,12,0,0
564,11,0,0
565,11,0,0
566,11,0,0
567,10,0,0
568,10,0,0
569,10,0,0
570,9,0,0
571,9,0,0
572,9,0,0
573,8,0,0
574,8,0,0
575,8,0,0
576,7,0,0
577,7,0,0
578,7,0,0
579,6,0,0
580,6,0,0
581,6,0,0
582,5,0,0
583,5,0,0
584,5,0,0
585,4,0,0
586,4,0,0
587,4,0,0
588,3,0,0
589,3,0,0
590,3,0,0
591,2,0,0
592,2,0,0
593,2,0,0
594,1,0,0
595,1,0,0
596,1,0,0
597,0,0,0
598,0,0,0
599,0,0,0
600,0,0,0
601,0,0,0
602,0,0,0
603,0,0,0
604,0,0,0
605,0,0,0
606,0,0,0
607,0,0,0
608,0,0,0
609,0,0,0
610,0,0,0
611,0,0,0
612,0,0,0
613,0,0,0
614,0,0,0
615,0,0,0
616,0,0,0
617,0,0,0
618,0,0,0
619,0,0,0
620,0,0,0
621,0,0,0
622,0,0,0
623,0,0,0
624,0,0,0
625,0,0,0
626,0,0,0
627,0,0,0
628,0,0,0
629,0,0,0
630,0,0,0
631,0,0,0
632,0,0,0
633,0,0,0
634,0,0,0
635,0,0,0
636,0,0,0
637,0,0,0
638,0,0,0
639,0,0,0
640,0,0,0
641,0,0,0
642,0,0,0
643,0,0,0
644,0,0,0
645,0,0,0
646,0,0,0
647,0,0,0
648,0,0,0
649,0,0,0
650,0,0,0
651,0,0,0
652,0,0,0
653,0,0,0
654,0,0,0
655,0,0,0
656,0,0,0
657,0,0,0
658,0,0,0
659,0,0,0
660,0,0,0
661,0,0,0
662,0,0,0
663,0,0,0
664,0,0,0
665,0,0,0
666,0,0,0
667,0,0,0
668,0,0,0
669,0,0,0
670,0,0,0
671,0,0,0
672,0,0,0
673,0,0,0
674,0,0,0
675,0,0,0
676,0,0,0
677,0,0,0
678,0,0,0
679,0,0,0
680,0,0,0
681,0,0,0
682,0,0,0
683,0,0,0
684,0,0,0
685,0,0,0
686,0,0,0
687,0,0,0
688,0,0,0
689,0,0,0
690,0,0,0
691,0,0,0
692,0,0,0
693,0,0,0
694,0,0,0
695,0,0,0
696,0,0,0
697,0,0,0
698,0,0,0
699,0,0,0
700,0,0,0
701,0,0,0
702,0,0,0
703,0,0,0
704,0,0,0
705,0,0,0
706,0,0,0
707,0,0,0
708,0,0,0
709,0,0,0
710,0,0,0
711,0,0,0
712,0,0,0
713,0,0,0
714,0,0,0
715,0,0,0
716,0,0,0
717,0,0,0
718,0,0,0
719,0,0,0
720,0,0,0
721,0,0,0
722,0,0,0
723,0,0,0
724,0,0,0
725,0,0,0
726,0,0,0
727,0,0,0
728,0,0,0
729,0,0,0
730,0,0,0
731,0,0,0
732,0,0,0
733,0,0,0
734,0,0,0
735,0,0,0
736,0,0,0
737,0,0,0
738,0,0,0
739,0,0,0
740,0,0,0
741,0,0,0
742,0,0,0
743,0,0,0
744,0,0,0
745,0,0,0
746,0,0,0
747,0,0,0
748,0,0,0
749,0,0,0
750,0,0,0
751,0,0,0
752,0,0,0
753,0,0,0
754,0,0,0
755,0,0,0
756,0,0,0
757,0,0,0
758,0,0,0
759,0,0,0
760,0,0,0
761,0,0,0
762,0,0,0
763,0,0,0
764,0,0,0
765,0,0,0
766,0,0,0
767,0,0,0
768,0,0,0
769,0,0,0
770,0,0,0
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,0,0,0
776,0,0,0
777,0,0,0
778,0,0,0
779,0,0,0
780,0,0,0
781,0,0,0
782,0,0,0
783,0,0,0
784,0,0,0
785,0,0,0
786,0,0,0
787,0,0,0
788,0,0,0
789,0,0,0
790,0,0,0
791,0,0,0
792,0,0,0
793,0,0,0
794,0,0,0
795,0,0,0
796,0,0,0
797,0,0,0
798,0,0,0
799,0,0,0
800,0,0,0
801,0,0,0
802,0,0,0
803,0,0,0
804,0,0,0
805,0,0,0
806,0,0,0
807,0,0,0
808,0,0,0
809,0,0,0
810,0,0,0
811,0,0,0
812,0,0,0
813,0,0,0
814,0,0,0
815,0,0,0
816,0,0,0
817,0,0,0
818,0,0,0
819,0,0,0
820,0,0,0
821,0,0,0
822,0,0,0
823,0,0,0
824,0,0,0
825,0,0,0
826,0,0,0
827,0,0,0
828,0,0,0
829,0,0,0
830,0,0,0
831,0,0,0
832,0,0,0
833,0,0,0
834,0,0,0
835,0,0,0
836,0,0,0
837,0,0,0
838,0,0,0
839,0,0,0
840,0,0,0
841,0,0,0
842,0,0,0
843,0,0,0
844,0,0,0
845,0,0,0
846,0,0,0
847,0,0,0
848,0,0,0
849,0,0,0
850,0,0,0
851,0,0,0
852,0,0,0
853,0,0,0
854,0,0,0
855,0,0,0
856,0,0,0
857,0,0,0
858,0,0,0
859,0,0,0
860,0,0,0
861,0,0,0
862,0,0,0
863,0,0,0
864,0,0,0
865,0,0,0
866,0,0,0
867,0,0,0
868,0,0,0
869,0,0,0
870,0,0,0
871,0,0,0
872,0,0,0
873,0,0,0
874,0,0,0
875,0,0,0
876,0,0,0
877,0,0,0
878,0,0,0
879,0,0,0
880,0,0,0
881,0,0,0
882,0,0,0
883,0,0,0
884,0,0,0
885,0,0,0
886,0,0,0
887,0,0,0
888,0,0,0
889,0,0,0
890,0,0,0
891,0,0,0
892,0,0,0
893,0,0,0
894,0,0,0
895,0,0,0
896,0,0,0
897,0,0,0
898,0,0,0
899,0,0,0
900,0,0,0
901,0,0,0
902,0,0,0
903,0,0,0
904,0,0,0
905,0,0,0
906,0,0,0
907,0,0,0
908,0,0,0
909,0,0,0
910,0,0,0
911,0,0,0
912,0,0,0
913,0,0,0
914,0,0,0
915,0,0,0
916,0,0,0
917,0,0,0
918,0,0,0
919,0,0,0
920,0,0,0
921,0,0,0
922,0,0,0
923,0,0,0
924,0,0,0
925,0,0,0
926,0,0,0
927,0,0,0
928,0,0,0
929,0,0,0
930,0,0,0
931,0,0,0
932,0,0,0
933,0,0,0
934,0,0,0
935,0,0,0
936,0,0,0
937,0,0,0
938,0,0,0
939,0,0,0
940,0,0,0
941,0,0,0
942,0,0,0
943,0,0,0
944,0,0,0
945,0,0,0
946,0,0,0
947,0,0,0
948,0,0,0
949,0,0,0
950,0,0,0
951,0,0,0
952,0,0,0
953,0,0,0
954,0,0,0
955,0,0,0
956,0,0,0
957,0,0,0
958,0,0,0
959,0,0,0
960,0,0,0
961,0,0,0
962,0,0,0
963,0,0,0
964,0,0,0
965,0,0,0
966,0,0,0
967,0,0,0
968,0,0,0
969,0,0,0
970,0,0,0
971,0,0,0
972,0,0,0
973,0,0,0
974,0,0,0
975,0,0,0
976,0,0,0
977,0,0,0
978,0,0,0
979,0,0,0
980,0,0,0
981,0,0,0
982,0,0,0
983,0,0,0
984,0,0,0
985,0,0,0
986,0,0,0
987,0,0,0
988,0,0,0
989,0,0,0
990,0,0,0
991,0,0,0
992,0,0,0
993,0,0,0
994,0,0,0
995,0,0,0
996,0,0,0
997,0,0,0
998,0,0,0
999,0,0,0
1000,0,0,1
1001,0,0,1
1002,0,0,1
1003,0,0,2
1004,0,0,2
1005,0,0,2
1006,0,0,3
1007,0,0,3
1008,0,0,3
1009,0,0,4
1010,0,0,4
1011,0,0,4
1012,0,0,5
1013,0,0,5
1014,0,0,5
1015,0,0,6
1016,0,0,6
1017,0,0,6
1018,0,0,7
1019,0,0,7
1020,0,0,7
1021,0,0,8
1022,0,0,8
1023,0,0,8
1024,0,0,9
1025,0,0,9
1026,0,0,9
1027,0,0,10
1028,0,0,10
1029,0,0,10
1030,0,0,11
1031,0,0,11
1032,0,0,11
1033,0,0,12
1034,0,0,12
1035,0,0,12
1036,0,0,13
1037,0,0,13
1038,0,0,13
1039,0,0,14
1040,0,0,14
1041,0,0,14
1042,0,0,15
1043,0,0,15
1044,0,0,15
1045,0,0,16
1046,0,0,16
1047,0,0,16
1048,0,0,17
1049,0,0,17
1050,0,0,17
1051,0,0,18
1052,0,0,18
1053,0,0,18
1054,0,0,19
1055,0,0,19
1056,0,0,19
1057,0,0,20
1058,0,0,20
1059,0,0,20
1060,0,0,21
1061,0,0,21
1062,0,0,21
1063,0,0,22
1064,0,0,22
1065,0,0,22
1066,0,0,23
1067,0,0,23
1068,0,0,23
1069,0,0,24
1070,0,0,24
1071,0,0,24
1072,0,0,25
1073,0,0,25
1074,0,0,25
1075,0,0,26
1076,0,0,26
1077,0,0,26
1078,0,0,27
1079,0,0,27
1080,0,0,27
1081,0,0,28
1082,0,0,28
1083,0,0,28
1084,0,0,29
1085,0,0,29
1086,0,0,29
1087,0,0,30
1088,0,0,30
1089,0,0,30
1090,0,0,31
1091,0,0,31
1092,0,0,31
1093,0,0,32
1094,0,0,32
1095,0,0,32
1096,0,0,33
1097,0,0,33
1098,0,0,33
1099,0,0,34
1100,0,0,34
1101,0,0,34
1102,0,0,35
1103,0,0,35
1104,0,0,35
1105,0,0,36
1106,0,0,36
1107,0,0,36
1108,0,0,37
1109,0,0,37
1110,0,0,37
1111,0,0,38
1112,0,0,38
1113,0,0,38
1114,0,0,39
1115,0,0,39
1116,0,0,39
1117,0,0,40
1118,0,0,40
1119,0,0,40
1120,0,0,41
1121,0,0,41
1122,0,0,41
1123,0,0,42
1124,0,0,42
1125,0,0,42
1126,0,0,43
1127,0,0,43
1128,0,0,43
1129,0,0,44
1130,0,0,44
1131,0,0,44
1132,0,0,45
1133,0,0,45
1134,0,0,45
1135,0,0,46
1136,0,0,46
1137,0,0,46
1138,0,0,47
1139,0,0,47
1140,0,0,47
1141,0,0,48
1142,0,0,48
1143,0,0,48
1144,0,0,49
1145,0,0,49
1146,0,0,49
1147,0,0,50
1148,0,0,50
1149,0,0,50
1150,0,0,51
1151,0,0,51
1152,0,0,51
1153,0,0,52
1154,0,0,52
1155,0,0,52
1156,0,0,53
1157,0,0,53
1158,0,0,53
1159,0,0,54
1160,0,0,54
1161,0,0,54
1162,0,0,55
1163,0,0,55
1164,0,0,55
1165,0,0,56
1166,0,0,56
1167,0,0,56
1168,0,0,57
1169,0,0,57
1170,0,0,57
1171,0,0,58
1172,0,0,58
1173,0,0,58
1174,0,0,59
1175,0,0,59
1176,0,0,59
1177,0,0,60
1178,0,0,60
1179,0,0,60
1180,0,0,61
1181,0,0,61
1182,0,0,61
1183,0,0,62
1184,0,0,62
1185,0,0,62
1186,0,0,63
1187,0,0,63
1188,0,0,63
1189,0,0,64
1190,0,0,64
1191,0,0,64
1192,0,0,65
1193,0,0,65
1194,0,0,65
1195,0,0,66
1196,0,0,66
1197,0,0,66
1198,0,0,67
1199,0,0,67
1200,0,0,67
1201,0,0,68
1202,0,0,68
1203,0,0,68
1204,0,0,69
1205,0,0,69
1206,0,0,69
1207,0,0,70
1208,0,0,70
1209,0,0,70
1210,0,0,71
1211,0,0,71
1212,0,0,71
1213,0,0,72
1214,0,0,72
1215,0,0,72
1216,0,0,73
1217,0,0,73
1218,0,0,73
1219,0,0,74
1220,0,0,74
1221,0,0,74
1222,0,0,75
1223,0,0,75
1224,0,0,75
1225,0,0,76
1226,0,0,76
1227,0,0,76
1228,0,0,77
1229,0,0,77
1230,0,0,77
1231,0,0,78
1232,0,0,78
1233,0,0,78
1234,0,0,79
1235,0,0,79
1236,0,0,79
1237,0,0,80
1238,0,0,80
1239,0,0,80
1240,0,0,81
1241,0,0,81
1242,0,0,81
1243,0,0,82
1244,0,0,82
1245,0,0,82
1246,0,0,83
1247,0,0,83
1248,0,0,83
1249,0,0,84
1250,0,0,84
1251,0,0,84
1252,0,0,85
1253,0,0,85
1254,0,0,85
1255,0,0,86
1256,0,0,86
1257,0,0,86
1258,0,0,87
1259,0,0,87
1260,0,0,87
1261,0,0,88
1262,0,0,88
1263,0,0,88
1264,0,0,89
1265,0,0,89
1266,0,0,89
1267,0,0,90
1268,0,0,90
1269,0,0,90
1270,0,0,91
1271,0,0,91
1272,0,0,91
1273,0,0,92
1274,0,0,92
1275,0,0,92
1276,0,0,93
1277,0,0,93
1278,0,0,93
1279,0,0,94
1280,0,0,94
1281,0,0,94
1282,0,0,95
1283,0,0,95
1284,0,0,95
1285,0,0,96
1286,0,0,96
1287,0,0,96
1288,0,0,97
1289,0,0,97
1290,0,0,97
1291,0,0,98
1292,0,0,98
1293,0,0,98
1294,0,0,99
1295,0,0,99
1296,0,0,99
1297,0,0,100
1298,0,0,100
1299,0,0,100
1300,0,0,101
1301,0,0,101
1302,0,0,101
1303,0,0,102
1304,0,0,102
1305,0,0,102
1306,0,0,103
1307,0,0,103
1308,0,0,103
1309,0,0,104
1310,0,0,104
1311,0,0,104
1312,0,0,105
1313,0,0,105
1314,0,0,105
1315,0,0,106
1316,0,0,106
1317,0,0,106
1318,0,0,107
1319,0,0,107
1320,0,0,107
1321,0,0,108
1322,0,0,108
1323,0,0,108
1324,0,0,109
1325,0,0,109
1326,0,0,109
1327,0,0,110
1328,0,0,110
1329,0,0,110
1330,0,0,111
1331,0,0,111
1332,0,0,111
1333,0,0,112
1334,0,0,112
1335,0,0,112
1336,0,0,113
1337,0,0,113
1338,0,0,113
1339,0,0,114
1340,0,0,114
1341,0,0,114
1342,0,0,115
1343,0,0,115
1344,0,0,115
1345,0,0,116
1346,0,0,116
1347,0,0,116
1348,0,0,117
1349,0,0,117
1350,0,0,117
1351,0,0,118
1352,0,0,118
1353,0,0,118
1354,0,0,119
1355,0,0,119
1356,0,0,119
1357,0,0,120
1358,0,0,120
1359,0,0,120
1360,0,0,121
1361,0,0,121
1362,0,0,121
1363,0,0,122
1364,0,0,122
1365,0,0,122
1366,0,0,123
1367,0,0,123
1368,0,0,123
1369,0,0,124
1370,0,0,124
1371,0,0,124
1372,0,0,125
1373,0,0,125
1374,0,0,125
1375,0,0,126
1376,0,0,126
1377,0,0,126
1378,0,0,127
1379,0,0,127
1380,0,0,127
1381,0,0,128
1382,0,0,128
1383,0,0,128
1384,0,0,129
1385,0,0,129
1386,0,0,129
1387,0,0,130
1388,0,0,130
1389,0,0,130
1390,0,0,131
1391,0,0,131
1392,0,0,131
1393,0,0,132
1394,0,0,132
1395,0,0,132
1396,0,0,133
1397,0,0,133
1398,0,0,133
1399,0,0,134
1400,0,0,134
1401,0,0,134
1402,0,0,135
1403,0,0,135
1404,0,0,135
1405,0,0,136
1406,0,0,136
1407,0,0,136
1408,0,0,137
1409,0,0,137
1410,0,0,137
1411,0,0,138
1412,0,0,138
1413,0,0,138
1414,0,0,139
1415,0,0,139
1416,0,0,139
1417,0,0,140
1418,0,0,140
1419,0,0,140
1420,0,0,141
1421,0,0,141
1422,0,0,141
1423,0,0,142
1424,0,0,142
1425,0,0,142
1426,0,0,143
1427,0,0,143
1428,0,0,143
1429,0,0,144
1430,0,0,144
1431,0,0,144
1432,0,0,145
1433,0,0,145
1434,0,0,145
1435,0,0,146
1436,0,0,146
1437,0,0,146
1438,0,0,147
1439,0,0,147
1440,0,0,147
1441,0,0,148
1442,0,0,148
1443,0,0,148
1444,0,0,149
1445,0,0,149
1446,0,0,149
1447,0,0,150
1448,0,0,150
1449,0,0,150
1450,0,0,151
1451,0,0,151
1452,0,0,151
1453,0,0,152
1454,0,0,152
1455,0,0,152
1456,0,0,153
1457,0,0,153
1458,0,0,153
1459,0,0,154
1460,0,0,154
1461,0,0,154
1462,0,0,155
1463,0,0,155
1464,0,0,155
1465,0,0,156
1466,0,0,156
1467,0,0,156
1468,0,0,157
1469,0,0,157
1470,0,0,157
1471,0,0,158
1472,0,0,158
1473,0,0,158
1474,0,0,159
1475,0,0,159
1476,0,0,159
1477,0,0,160
1478,0,0,160
1479,0,0,160
1480,0,0,161
1481,0,0,161
1482,0,0,161
1483,0,0,162
1484,0,0,162
1485,0,0,162
1486,0,0,163
1487,0,0,163
1488,0,0,163
1489,0,0,164
1490,0,0,164
1491,0,0,164
1492,0,0,165
1493,0,0,165
1494,0,0,165
1495,0,0,166
1496,0,0,166
1497,0,0,166
1498,0,0,167
1499,0,0,167
1500,0,0,167
1501,0,0,168
1502,0,0,168
1503,0,0,168
1504,0,0,169
1505,0,0,169
1506,0,0,169
1507,0,0,170
1508,0,0,170
1509,0,0,170
1510,0,0,171
1511,0,0,171
1512,0,0,171
1513,0,0,172
1514,0,0,172
1515,0,0,172
1516,0,0,173
1517,0,0,173
1518,0,0,173
1519,0,0,174
1520,0,0,174
1521,0,0,174
1522,0,0,175
1523,0,0,175
1524,0,0,175
1525,0,0,176
1526,0,0,176
1527,0,0,176
1528,0,0,177
1529,0,0,177
1530,0,0,177
1531,0,0,178
1532,0,0,178
1533,0,0,178
1534,0,0,179
1535,0,0,179
1536,0,0,179
1537,0,0,180
1538,0,0,180
1539,0,0,180
1540,0,0,181
1541,0,0,181
1542,0,0,181
1543,0,0,182
1544,0,0,182
1545,0,0,182
1546,0,0,183
1547,0,0,183
1548,0,0,183
1549,0,0,184
1550,0,0,184
1551,0,0,184
1552,0,0,185
1553,0,0,185
1554,0,0,185
1555,0,0,186
1556,0,0,186
1557,0,0,186
1558,0,0,187
1559,0,0,187
1560,0,0,187
1561,0,0,188
1562,0,0,188
1563,0,0,188
1564,0,0,189
1565,0,0,189
1566,0,0,189
1567,0,0,190
1568,0,0,190
1569,0,0,190
1570,0,0,191
1571,0,0,191
1572,0,0,191
1573,0,0,192
1574,0,0,192
1575,0,0,192
1576,0,0,193
1577,0,0,193
1578,0,0,193
1579,0,0,194
1580,0,0,194
1581,0,0,194
1582,0,0,195
1583,0,0,195
1584,0,0,195
1585,0,0,196
1586,0,0,196
1587,0,0,196
1588,0,0,197
1589,0,0,197
1590,0,0,197
1591,0,0,198
1592,0,0,198
1593,0,0,198
1594,0,0,199
1595,0,0,199
1596,0,0,199
1597,0,0,200
1598,0,0,200
1599,0,0,200
1600,0,0,200
1601,0,0,200
1602,0,0,200
1603,0,0,200
1604,0,0,200
1605,0,0,200
1606,0,0,200
1607,0,0,200
1608,0,0,200
1609,0,0,200
1610,0,0,200
1611,0,0,200
1612,0,0,200
1613,0,0,200
1614,0,0,200
1615,0,0,200
1616,0,0,200
1617,0,0,200
1618,0,0,200
1619,0,0,200
1620,0,0,200
1621,0,0,200
1622,0,0,200
1623,0,0,200
1624,0,0,200
1625,0,0,200
1626,0,0,200
1627,0,0,200
1628,0,0,200
1629,0,0,200
1630,0,0,200
1631,0,0,200
1632,0,0,200
1633,0,0,200
1634,0,0,200
1635,0,0,200
1636,0,0,200
1637,0,0,200
1638,0,0,200
1639,0,0,200
1640,0,0,200
1641,0,0,200
1642,0,0,200
1643,0,0,200
1644,0,0,200
1645,0,0,200
1646,0,0,200
1647,0,0,200
1648,0,0,200
1649,0,0,200
1650,0,0,200
1651,0,0,200
1652,0,0,200
1653,0,0,200
1654,0,0,200
1655,0,0,200
1656,0,0,200
1657,0,0,200
1658,0,0,200
1659,0,0,200
1660,0,0,200
1661,0,0,200
