Epoch,OnTrack,Input_Left,Input_Right,Reservoir,Output_Left,Output_Right
384,130,23,23,0,0,0
385,130,22,22,6,0,0
386,132,22,22,0,0,0
387,131,22,22,3,0,0
388,132,22,22,0,0,0
389,132,22,22,0,0,0
390,134,21,21,0,0,0
391,134,21,21,0,0,0
392,134,21,21,0,0,0
393,134,21,21,0,0,0
394,134,21,21,0,0,0
395,135,20,20,3,0,0
396,136,20,20,0,0,0
397,136,20,20,0,0,0
398,136,20,20,0,0,0
399,136,20,20,0,0,0
400,138,19,19,0,0,0
401,137,19,19,3,0,0
402,138,19,19,0,0,0
403,138,19,19,0,0,0
404,138,19,19,0,0,0
405,137,18,18,6,0,0
406,139,18,18,0,0,0
407,139,18,18,0,0,0
408,139,18,18,0,0,0
409,139,18,18,0,0,0
410,141,17,17,0,0,0
411,140,17,17,3,0,0
412,141,17,17,0,0,0
413,140,17,17,3,0,0
414,140,17,17,3,0,0
415,141,16,16,6,0,0
416,142,16,16,0,0,0
417,141,16,16,3,0,0
418,142,16,16,0,0,0
419,142,16,16,0,0,0
420,142,15,15,6,0,0
421,143,15,15,3,0,0
422,142,15,15,6,0,0
423,144,15,15,0,0,0
424,144,15,15,0,0,0
425,146,14,14,0,0,0
426,146,14,14,0,0,0
427,146,14,14,0,0,0
428,146,14,14,0,0,0
429,146,14,14,0,0,0
430,147,13,13,3,0,0
431,148,13,13,0,0,0
432,148,13,13,0,0,0
433,147,13,13,3,0,0
434,148,13,13,0,0,0
435,148,12,12,6,0,0
436,150,12,12,0,0,0
437,150,12,12,0,0,0
438,150,12,12,0,0,0
439,150,12,12,0,0,0
440,151,11,11,3,0,0
441,152,11,11,0,0,0
442,151,11,11,3,0,0
443,152,11,11,0,0,0
444,152,11,11,0,0,0
445,153,10,10,3,0,0
446,154,10,10,0,0,0
447,154,10,10,0,0,0
448,154,10,10,0,0,0
449,154,10,10,0,0,0
450,154,9,9,6,0,0
451,155,9,9,3,0,0
452,156,9,9,0,0,0
453,155,9,9,3,0,0
454,156,9,9,0,0,0
455,157,8,8,3,0,0
456,158,8,8,0,0,0
457,157,8,8,3,0,0
458,158,8,8,0,0,0
459,158,8,8,0,0,0
460,159,7,7,3,0,0
461,160,7,7,0,0,0
462,160,7,7,0,0,0
463,160,7,7,0,0,0
464,160,7,7,0,0,0
465,161,6,6,3,0,0
466,161,6,6,3,0,0
467,162,6,6,0,0,0
468,162,6,6,0,0,0
469,162,6,6,0,0,0
470,164,5,5,0,0,0
471,164,5,5,0,0,0
472,164,5,5,0,0,0
473,164,5,5,0,0,0
474,164,5,5,0,0,0
475,166,4,4,0,0,0
476,166,4,4,0,0,0
477,166,4,4,0,0,0
478,166,4,4,0,0,0
479,166,4,4,0,0,0
480,167,3,3,3,0,0
481,168,3,3,0,0,0
482,168,3,3,0,0,0
483,168,3,3,0,0,0
484,168,3,3,0,0,0
485,169,2,2,3,0,0
486,170,2,2,0,0,0
487,170,2,2,0,0,0
488,170,2,2,0,0,0
489,170,2,2,0,0,0
490,170,1,1,6,0,0
491,172,1,1,0,0,0
492,172,1,1,0,0,0
493,172,1,1,0,0,0
494,172,1,1,0,0,0
495,174,0,0,0,0,0
496,173,0,0,3,0,0
497,174,0,0,0,0,0
498,174,0,0,0,0,0
499,174,0,0,0,0,0
500,172,0,0,0,1,1
501,172,0,0,0,1,1
502,172,0,0,0,1,1
503,172,0,0,0,1,1
504,171,0,0,0,1,2
505,171,0,0,0,1,2
506,170,0,0,0,2,2
507,170,0,0,0,2,2
508,170,0,0,0,2,2
509,170,0,0,0,2,2
510,169,0,0,0,3,2
511,169,0,0,0,3,2
512,169,0,0,0,3,2
513,169,0,0,0,3,2
514,169,0,0,0,3,2
515,169,0,0,0,3,2
516,169,0,0,0,3,2
517,168,0,0,0,4,2
518,168,0,0,0,4,2
519,167,0,0,0,4,3
520,167,0,0,0,4,3
521,166,0,0,0,5,3
522,166,0,0,0,5,3
523,166,0,0,0,5,3
524,166,0,0,0,5,3
525,165,0,0,0,6,3
526,165,0,0,0,6,3
527,165,0,0,0,6,3
528,165,0,0,0,6,3
529,165,0,0,0,6,3
530,165,0,0,0,6,3
531,165,0,0,0,6,3
532,165,0,0,0,6,3
533,165,0,0,0,6,3
534,165,0,0,0,6,3
535,165,0,0,0,6,3
536,165,0,0,0,6,3
537,164,0,0,0,7,3
538,164,0,0,0,7,3
539,164,0,0,0,7,3
540,164,0,0,0,7,3
541,164,0,0,0,7,3
542,164,0,0,0,7,3
543,164,0,0,0,7,3
544,164,0,0,0,7,3
545,164,0,0,0,7,3
546,164,0,0,0,7,3
547,164,0,0,0,7,3
548,164,0,0,0,7,3
549,163,0,0,0,8,3
550,163,0,0,0,8,3
551,163,0,0,0,8,3
552,162,0,0,0,9,3
553,162,0,0,0,9,3
554,162,0,0,0,9,3
555,162,0,0,0,9,3
556,162,0,0,0,9,3
557,162,0,0,0,9,3
558,160,0,0,0,10,4
559,160,0,0,0,10,4
560,159,0,0,0,11,4
561,159,0,0,0,11,4
562,159,0,0,0,11,4
563,159,0,0,0,11,4
564,159,0,0,0,11,4
565,158,0,0,0,12,4
566,158,0,0,0,12,4
567,158,0,0,0,12,4
568,158,0,0,0,12,4
569,158,0,0,0,12,4
570,156,0,0,0,13,5
571,156,0,0,0,13,5
572,155,0,0,0,13,6
573,155,0,0,0,13,6
574,155,0,0,0,13,6
575,155,0,0,0,13,6
576,155,0,0,0,13,6
577,154,0,0,0,14,6
578,154,0,0,0,14,6
579,154,0,0,0,14,6
580,154,0,0,0,14,6
581,153,0,0,0,14,7
582,152,0,0,0,15,7
583,152,0,0,0,15,7
584,152,0,0,0,15,7
585,151,0,0,0,16,7
586,151,0,0,0,16,7
587,151,0,0,0,16,7
588,151,0,0,0,16,7
589,151,0,0,0,16,7
590,150,0,0,0,16,8
591,149,0,0,0,17,8
592,149,0,0,0,17,8
593,148,0,0,0,17,9
594,148,0,0,0,17,9
595,147,0,0,0,18,9
596,147,0,0,0,18,9
597,147,0,0,0,18,9
598,147,0,0,0,18,9
599,146,0,0,0,18,10
600,144,0,0,0,19,11
601,144,0,0,0,19,11
602,144,0,0,0,19,11
603,144,0,0,0,19,11
604,144,0,0,0,19,11
605,144,0,0,0,19,11
606,144,0,0,0,19,11
607,143,0,0,0,20,11
608,143,0,0,0,20,11
609,143,0,0,0,20,11
610,143,0,0,0,20,11
611,142,0,0,0,20,12
612,142,0,0,0,20,12
613,142,0,0,0,20,12
614,142,0,0,0,20,12
615,141,0,0,0,21,12
616,140,0,0,0,21,13
617,139,0,0,0,22,13
618,139,0,0,0,22,13
619,139,0,0,0,22,13
620,139,0,0,0,22,13
621,139,0,0,0,22,13
622,139,0,0,0,22,13
623,138,0,0,0,23,13
624,138,0,0,0,23,13
625,138,0,0,0,23,13
626,138,0,0,0,23,13
627,138,0,0,0,23,13
628,138,0,0,0,23,13
629,137,0,0,0,23,14
630,137,0,0,0,23,14
631,137,0,0,0,23,14
632,137,0,0,0,23,14
633,137,0,0,0,23,14
634,136,0,0,0,24,14
635,135,0,0,0,25,14
636,135,0,0,0,25,14
637,135,0,0,0,25,14
638,135,0,0,0,25,14
639,135,0,0,0,25,14
640,135,0,0,0,25,14
641,134,0,0,0,26,14
642,134,0,0,0,26,14
643,133,0,0,0,27,14
644,133,0,0,0,27,14
645,132,0,0,0,28,14
646,132,0,0,0,28,14
647,132,0,0,0,28,14
648,131,0,0,0,28,15
649,131,0,0,0,28,15
650,130,0,0,0,28,16
651,130,0,0,0,28,16
652,130,0,0,0,28,16
653,130,0,0,0,28,16
654,129,0,0,0,29,16
655,128,0,0,0,29,17
656,128,0,0,0,29,17
657,128,0,0,0,29,17
658,128,0,0,0,29,17
659,126,0,0,0,30,18
660,126,0,0,0,30,18
661,126,0,0,0,30,18
662,125,0,0,0,31,18
663,125,0,0,0,31,18
664,125,0,0,0,31,18
665,125,0,0,0,31,18
666,125,0,0,0,31,18
667,125,0,0,0,31,18
668,125,0,0,0,31,18
669,124,0,0,0,32,18
670,124,0,0,0,32,18
671,124,0,0,0,32,18
672,124,0,0,0,32,18
673,123,0,0,0,33,18
674,122,0,0,0,33,19
675,122,0,0,0,33,19
676,121,0,0,0,33,20
677,121,0,0,0,33,20
678,121,0,0,0,33,20
679,121,0,0,0,33,20
680,120,0,0,0,34,20
681,120,0,0,0,34,20
682,119,0,0,0,34,21
683,119,0,0,0,34,21
684,119,0,0,0,34,21
685,119,0,0,0,34,21
686,119,0,0,0,34,21
687,119,0,0,0,34,21
688,119,0,0,0,34,21
689,119,0,0,0,34,21
690,118,0,0,0,34,22
691,118,0,0,0,34,22
692,117,0,0,0,35,22
693,116,0,0,0,35,23
694,116,0,0,0,35,23
695,116,0,0,0,35,23
696,116,0,0,0,35,23
697,116,0,0,0,35,23
698,115,0,0,0,36,23
699,115,0,0,0,36,23
700,115,0,0,0,36,23
701,115,0,0,0,36,23
702,115,0,0,0,36,23
703,114,0,0,0,36,24
704,114,0,0,0,36,24
705,114,0,0,0,36,24
706,113,0,0,0,37,24
707,112,0,0,0,37,25
708,111,0,0,0,37,26
709,110,0,0,0,38,26
710,110,0,0,0,38,26
711,110,0,0,0,38,26
712,110,0,0,0,38,26
713,110,0,0,0,38,26
714,110,0,0,0,38,26
715,110,0,0,0,38,26
716,110,0,0,0,38,26
717,110,0,0,0,38,26
718,109,0,0,0,39,26
719,109,0,0,0,39,26
720,109,0,0,0,39,26
721,108,0,0,0,40,26
722,108,0,0,0,40,26
723,108,0,0,0,40,26
724,108,0,0,0,40,26
725,106,0,0,0,41,27
726,106,0,0,0,41,27
727,106,0,0,0,41,27
728,106,0,0,0,41,27
729,106,0,0,0,41,27
730,105,0,0,0,42,27
731,105,0,0,0,42,27
732,105,0,0,0,42,27
733,105,0,0,0,42,27
734,105,0,0,0,42,27
735,105,0,0,0,42,27
736,105,0,0,0,42,27
737,105,0,0,0,42,27
738,104,0,0,0,42,28
739,104,0,0,0,42,28
740,103,0,0,0,42,29
741,102,0,0,0,43,29
742,102,0,0,0,43,29
743,101,0,0,0,44,29
744,100,0,0,0,44,30
745,99,0,0,0,45,30
746,99,0,0,0,45,30
747,99,0,0,0,45,30
748,99,0,0,0,45,30
749,99,0,0,0,45,30
750,99,0,0,0,45,30
751,98,0,0,0,46,30
752,98,0,0,0,46,30
753,98,0,0,0,46,30
754,97,0,0,0,46,31
755,97,0,0,0,46,31
756,97,0,0,0,46,31
757,97,0,0,0,46,31
